Year,Country,Contestant,Song,Place,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1994,Switzerland,Duilio,Sto Pregando,19th,3mKwTK3Oz1vegk0Mi2vrdT,0.544,0.287,5.0,-13.36,1.0,0.0298,0.486,0.0,0.289,0.21100000000000002,145.691
1994,Estonia,Silvi Vrait,Nagu Merelaine,24th,,,,,,,,,,,,
1994,Romania,Dan Bittman,Dincolo De Nori,21st,,,,,,,,,,,,
1994,Malta,Moira Stafrace and Christopher Scicluna,More Than Love,5th,,,,,,,,,,,,
1994,The Netherlands,Willeke Alberti,Waar Is De Zon,23rd,7cO0NMxfCQH4zJqU7GJOKg,0.293,0.315,10.0,-17.857,1.0,0.192,0.8059999999999999,0.0,0.981,0.353,74.914
1994,Germany,MeKaDo,Wir Geben 'ne Party,3rd,,,,,,,,,,,,
1994,Slovakia,Martin Durinda and Tublatanka,Nekovecná Piesen,19th,,,,,,,,,,,,
1994,Lithuania,Ovidijus Vyšniauskas,Lopšinė Mylimai,25th,,,,,,,,,,,,
1994,Norway,Elisabeth Andreasson and Jan Werner Danielsen,Duett,6th,,,,,,,,,,,,
1994,Bosnia & Herzegovina,Alma and Dejan,Ostani Kraj Mene,15th,,,,,,,,,,,,
1994,Greece,Costas Bigalis and the Sea Lovers,To Trehantiri (diri Diri),14th,,,,,,,,,,,,
1994,Austria,Petra Frey,Für Den Frieden Der Welt,17th,5l4vgqNUApoAzoUpFmKcAU,0.563,0.79,9.0,-1.551,1.0,0.0262,0.6629999999999999,0.0,0.161,0.718,94.993
1994,Spain,Alejandro Abad,Ella No Es Ella,18th,,,,,,,,,,,,
1994,Hungary,Friderika Bayer,Kinek Mondjam El Vétkeimet,4th,,,,,,,,,,,,
1994,Russia,Youddiph,Vechni Stranik,9th,,,,,,,,,,,,
1994,Poland,Edyta Górniak,To Nie Ja!,2nd,5zuDr7y3zJXbWrGoxzXPGR,0.48200000000000004,0.753,2.0,-3.923,1.0,0.0448,0.32,0.0,0.272,0.235,139.793
1994,France,Nina Morato,Je Suis Un Vrai Garçon,7th,,,,,,,,,,,,
1993,Italy,Enrico Ruggeri,Sole D'europa,12th,,,,,,,,,,,,
1993,Turkey,"Burak Aydos, Öztürk Baybora & Serter",Esmer Yarim,21st,,,,,,,,,,,,
1993,Germany,Münchener Freiheit,Viel Zu Weit,18th,4KR49pzlifyec8b0HzIybv,0.46,0.47,11.0,-7.063,1.0,0.025,0.254,0.0,0.14,0.233,75.987
1993,Switzerland,Annie Cotton,"Moi, Tout Simplement",3rd,,,,,,,,,,,,
1993,Denmark,Tommy Seebach Band,Under Stjernerne På Himlen,22nd,0ZcKEZQMJECZZZkqLYl3CR,0.563,0.847,5.0,-6.49,1.0,0.0281,0.11900000000000001,1.89e-06,0.319,0.705,89.958
1993,Greece,Kaiti Garbi,"Ellada, Hora Tou Fotos",9th,,,,,,,,,,,,
1993,Belgium,Barbara,Iemand Als Jij,25th,,,,,,,,,,,,
1993,Malta,William Mangion,This Time,8th,,,,,,,,,,,,
1993,Iceland,Inga,þá Veistu Svarið,13th,5Ca1nvUuOrpW0XB3KBszAa,0.435,0.465,5.0,-12.699000000000002,1.0,0.0267,0.0265,0.22,0.24,0.22399999999999998,102.804
1993,Austria,Tony Wegas,Maria Magdalena,14th,,,,,,,,,,,,
1993,Portugal,Anabela,A Cidade Até Ser Dia,10th,,,,,,,,,,,,
1993,France,Patrick Fiori,Mama Corsica,4th,,,,,,,,,,,,
1993,Sweden,Arvingarna,Eloïse,7th,5Ws6u3a6SibPmJazXdEAHB,0.691,0.725,7.0,-3.5010000000000003,1.0,0.0272,0.297,0.0,0.268,0.46399999999999997,132.556
1993,Ireland,Niamh Kavanagh,In Your Eyes,1st,,,,,,,,,,,,
1993,Luxembourg,Modern Times,Donne-moi Une Chance,20th,,,,,,,,,,,,
1993,Slovenia,1X Band,Tih Dezeven Dan,22nd,,,,,,,,,,,,
1993,Finland,Katri-Helena,Tule Luo,17th,,,,,,,,,,,,
1993,Bosnia & Herzegovina,Fazla,Sva Bol Svijeta,16th,,,,,,,,,,,,
1993,United Kingdom,Sonia,Better The Devil You Know,2nd,,,,,,,,,,,,
1993,The Netherlands,Ruth Jacott,Vrede,6th,,,,,,,,,,,,
1993,Croatia,Put,Don't Ever Cry,15th,,,,,,,,,,,,
1993,Spain,Eva Santamaria,Hombres,11th,,,,,,,,,,,,
1993,Cyprus,Kyriakos Zymboulakis and Demos Van Beke,Mi Stamatas,19th,,,,,,,,,,,,
1993,Israel,Lakahat Shiru,Shiru,24th,,,,,,,,,,,,
1993,Norway,Silje Vige,Alle Mine Tankar,5th,2vjWIL15xP9nkUOPlyoFbn,0.542,0.233,5.0,-14.687999999999999,0.0,0.0303,0.792,0.00011499999999999999,0.11900000000000001,0.215,110.449
1992,Spain,Serafin,Todo Esto Es La Música,14th,,,,,,,,,,,,
1992,Belgium,Morgane,Nous On Veut Des Violons,20th,,,,,,,,,,,,
1992,Israel,Dafna,Ze Rak Sport,6th,,,,,,,,,,,,
1992,Turkey,Aylin Vatankos,Yaz Bitti,19th,,,,,,,,,,,,
1992,Greece,Cleopatra,Olou Tou Kosmou I Elpida,5th,,,,,,,,,,,,
1992,France,Kali,Monté La Riviè,8th,7yUmWJiOOkt58GKDaAZh6T,0.728,0.489,9.0,-12.772,0.0,0.205,0.742,0.00031299999999999996,0.34600000000000003,0.758,168.101
1992,Sweden,Christer Björkman,I Morgon är En Annan Dag,22nd,7DqyeESnaKCwDjgmA45UFZ,0.585,0.47,9.0,-10.569,1.0,0.0271,0.645,0.0,0.135,0.369,84.089
1992,Portugal,Diná,Amor D'água Fresca,17th,1O9DxA393mO7BhzcdycDHu,0.6729999999999999,0.894,7.0,-4.046,0.0,0.0271,0.253,0.000328,0.297,0.804,140.018
1992,Cyprus,Evridiki,Teriazoume,11th,5iPtQNm3mPTAwlN7kfc08x,0.7020000000000001,0.363,10.0,-10.675,0.0,0.038,0.5379999999999999,0.0,0.113,0.504,118.902
1992,Malta,Mary Spiteri,Little Child,3rd,,,,,,,,,,,,
1992,Iceland,Heart 2 Heart,Nei Eða Já,7th,18Zjs7xoNOTVePmyCuLvwJ,0.629,0.8370000000000001,7.0,-6.246,1.0,0.0454,0.0568,0.0,0.075,0.779,88.041
1992,Finland,Pave,Yamma Yamma,23rd,,,,,,,,,,,,
1992,Switzerland,Daisy Auvray,Mister Music Man,15th,,,,,,,,,,,,
1992,Luxembourg,Marion Welter and Kontinent,Sou Fräi,21st,,,,,,,,,,,,
1992,Austria,Tony Wegas,Zusammen Geh'n,10th,,,,,,,,,,,,
1992,United Kingdom,Michael Ball,One Step Out Of Time,2nd,4FoEAvxkTIvfaoiskyqFfO,0.514,0.777,4.0,-8.068999999999999,1.0,0.0592,0.365,0.0,0.976,0.893,154.04
1992,Ireland,Linda Martin,Why Me,1st,,,,,,,,,,,,
1992,Denmark,Lotte Nilsson and Kenny Lübcke,Ålt Det Som Ingen Ser,12th,,,,,,,,,,,,
1992,Italy,Mia Martini,Rapsodia,4th,,,,,,,,,,,,
1992,Yugoslavia,Extra Nena,Ljubim Te Pesmama,13th,,,,,,,,,,,,
1992,Norway,Merethe Trøan,Visjoner,18th,,,,,,,,,,,,
1992,Germany,Wind,Träume Sind Für Alle Da,16th,6GOeCowfmp1PK72RoRmaWL,0.5720000000000001,0.505,2.0,-8.323,1.0,0.261,0.831,0.0,0.7040000000000001,0.578,148.167
1992,The Netherlands,Humphrey Campbell,Wijs Me De Weg,9th,2hVNKv5797OsBC4PxnwZdz,0.579,0.679,8.0,-12.238,1.0,0.0387,0.35600000000000004,0.0019399999999999999,0.165,0.48200000000000004,119.985
1991,Yugoslavia,Baby Doll,Brazil,21st,,,,,,,,,,,,
1991,Iceland,Stefán and Eyfi,Nina,15th,,,,,,,,,,,,
1991,Malta,Paul Giordimaina and Georgina,Could It Be,6th,,,,,,,,,,,,
1991,Greece,Sofia Vossou,I Anixi,13th,,,,,,,,,,,,
1991,Switzerland,Sandra Simò,Canzone Per Te,5th,,,,,,,,,,,,
1991,Austria,Thomas Forstner,Venedig Im Regen,22nd,,,,,,,,,,,,
1991,Luxembourg,Sarah Bray,Un Baiser Volé,14th,,,,,,,,,,,,
1991,Sweden,Carola,Fångad Av En Stormvind,1st,1ynNSYxc0RkdSLsKGcuODE,0.6459999999999999,0.828,8.0,-8.342,1.0,0.038,0.589,0.0,0.0613,0.539,93.185
1991,France,Amina,C'est Le Dernier Qui A Parlé Qui A Raison,2nd,,,,,,,,,,,,
1991,Turkey,"Izel Çeliköz, Rayhan Soykarçi and Can Ugurluér",Iki Dakika,12th,,,,,,,,,,,,
1991,Ireland,Kim Jackson,Could It Be That I'm In Love,10th,,,,,,,,,,,,
1991,Portugal,Dulce,Lusitana Paixão,8th,,,,,,,,,,,,
1991,Denmark,Anders Frandsen,Lige Der Hvor Hjertet Slår,19th,03fKnIb01IC1rrU0PnPbDL,0.568,0.46799999999999997,3.0,-8.427,1.0,0.0255,0.198,0.0,0.10099999999999999,0.306,108.98700000000001
1991,Norway,Just 4 Fun,Mrs. Thompson,17th,,,,,,,,,,,,
1991,Israel,Duo Datz,Kan,3rd,,,,,,,,,,,,
1991,Finland,Kaija,Hullu Yö,20th,,,,,,,,,,,,
1991,Germany,Atlantis 2000,Dieser Traum Darf Niemals Sterben,18th,,,,,,,,,,,,
1991,Belgium,Clouseau,Geef Het Op,16th,5fg5IGz0xl2WhsLTvkbJ1h,0.5,0.779,4.0,-9.175,1.0,0.044000000000000004,0.8809999999999999,0.000226,0.762,0.48700000000000004,140.377
1991,Spain,Sergio Dalma,Bailar Pegados,4th,4GT9T7iVVwrc84GEiArtDi,0.504,0.637,0.0,-5.874,1.0,0.0302,0.561,0.0,0.228,0.212,143.945
1991,United Kingdom,Samantha Janus,A Message To Your Heart,10th,,,,,,,,,,,,
1991,Cyprus,Elena Patroclou,S.o.s.,9th,,,,,,,,,,,,
1991,Italy,Peppino di Capri,Comme E' Ddoce 'o Mare,7th,,,,,,,,,,,,
1990,Spain,Azúcar Moreno,Bandido,5th,2rHhKu1hW8uqyr7LSrRn8E,0.735,0.8170000000000001,1.0,-8.595,1.0,0.036000000000000004,0.0414,5.14e-06,0.8059999999999999,0.799,127.912
1990,Greece,Christos Callow and Wave,Horis Skopo,19th,,,,,,,,,,,,
1990,Belgium,Philippe Lafontaine,Macédomienne,12th,2B7ZnHMgayT9EEV5qN2YqV,0.685,0.63,9.0,-7.207999999999999,0.0,0.0287,0.44299999999999995,1.0199999999999999e-05,0.34600000000000003,0.462,125.936
1990,Turkey,Kayahan,Gözlerinin Hapsindeyim,17th,7B35SoCqYSOKiea23ZJ3QK,0.643,0.648,4.0,-12.450999999999999,0.0,0.0313,0.0587,0.0,0.102,0.828,96.18700000000001
1990,The Netherlands,Maywood,Ik Wil Alles Met Je Delen,15th,3tT3SWijd6qYXbrcpFZLp7,0.5579999999999999,0.457,7.0,-12.892999999999999,0.0,0.0379,0.539,0.0,0.239,0.29600000000000004,142.30700000000002
1990,Luxembourg,Céline Carzo,Quand Je Te Rêve,13th,,,,,,,,,,,,
1990,United Kingdom,Emma,Give A Little Love Back To The World,6th,,,,,,,,,,,,
1990,Iceland,Stjórnin,Eitt Lag Enn,4th,60RuosVixhawXh4M3fDq5y,0.609,0.623,5.0,-12.280999999999999,1.0,0.0299,0.195,4.07e-05,0.371,0.867,148.236
1990,Norway,Ketil Stokkan,Brandenburger Tor,21st,0HQOUiYrcwv9B1RVd7bZBJ,0.638,0.7390000000000001,0.0,-4.71,1.0,0.0263,0.14300000000000002,0.0,0.16699999999999998,0.591,120.006
1990,Israel,Rita,Shara Barechovot,18th,,,,,,,,,,,,
1990,Denmark,Lonnie Devantier,Hallo Hallo,8th,,,,,,,,,,,,
1990,Switzerland,Egon Egemann,Musik Klingt In Die Welt Hinaus,11th,,,,,,,,,,,,
1990,Germany,Chris Kempers and Daniel Kovac,Frei Zu Leben,9th,,,,,,,,,,,,
1990,France,Joelle Ursull,White And Black Blues,2nd,3HhfRcXBX92mnDzXwKt7Bg,0.5710000000000001,0.8540000000000001,4.0,-11.857000000000001,1.0,0.0509,0.262,0.00264,0.42200000000000004,0.679,195.02900000000002
1990,Yugoslavia,Tajci,Hajde Da Ludujemo,7th,2jEBdBbgODqNlhpv4DlXlv,0.7190000000000001,0.94,3.0,-3.0039999999999996,1.0,0.0454,0.40399999999999997,0.000171,0.0935,0.95,130.251
1990,Portugal,Nucha,Há Sempre Alguém,20th,,,,,,,,,,,,
1990,Ireland,Liam Reilly,Somewhere In Europe,2nd,0Gh3TzuQuHEtZEamtv96LA,0.649,0.508,0.0,-9.748,1.0,0.0268,0.0704,0.0,0.284,0.491,92.021
1990,Sweden,Edin-Ådahl,Som En Vind,16th,,,,,,,,,,,,
1990,Italy,Toto Cutugno,Insieme: 1992,1st,44noNMO0iv87Tds7dwcpQU,0.7879999999999999,0.708,10.0,-6.124,1.0,0.0283,0.084,0.0,0.12,0.516,100.149
1990,Austria,Simone,Keine Mauern Mehr,10th,,,,,,,,,,,,
1990,Cyprus,Haris Anastasiou,Milas Poli,14th,,,,,,,,,,,,
1990,Finland,Beat,Fri?,21st,,,,,,,,,,,,
1989,Italy,Anna Oxa and Fausto Leali,Avrei Voluto,9th,,,,,,,,,,,,
1989,Israel,Gili ve Galit,Derech Ha'melech,12th,,,,,,,,,,,,
1989,Ireland,Kiev Connolly and the Missing Passengers,The Real Me,18th,,,,,,,,,,,,
1989,The Netherlands,Justine Pelmelay,Blijf Zoals Je Bent,15th,,,,,,,,,,,,
1989,Turkey,Pan,Bana Bana,21st,,,,,,,,,,,,
1989,Belgium,Ingeborg,Door De Wind,19th,5eAOvEd5GqKdRTgNYsAAmW,0.6679999999999999,0.48700000000000004,1.0,-10.454,1.0,0.0292,0.485,0.0,0.0744,0.621,126.95299999999999
1989,United Kingdom,Live Report,Why Do I Always Get It Wrong,2nd,,,,,,,,,,,,
1989,Norway,Britt Synnøve Johansen,Venners Nærhet,17th,,,,,,,,,,,,
1989,Portugal,Da Vinci,Conquistador,16th,,,,,,,,,,,,
1989,Sweden,Tommy Nilsson,En Dag,4th,5Cmwme624iKaqaSKTLcBWP,0.573,0.862,1.0,-5.666,1.0,0.0415,0.11800000000000001,0.0,0.228,0.6890000000000001,94.92
1989,Luxembourg,Park Café,Monsieur,20th,,,,,,,,,,,,
1989,Denmark,Birthe Kjær,Vi Maler Byen Rød,3rd,5R7qlPnCh9qVEtNaHIyPvh,0.594,0.871,5.0,-3.5069999999999997,1.0,0.0403,0.486,0.0,0.34299999999999997,0.7609999999999999,92.402
1989,Austria,Thomas Forstner,Nur Ein Lied,5th,,,,,,,,,,,,
1989,Finland,Anneli Saaristo,La Dolce Vita,7th,,,,,,,,,,,,
1989,France,Nathalie Pâque,J'ai Volé La Vie,8th,,,,,,,,,,,,
1989,Spain,Nina,Nacida Para Amar,6th,4HwxlORY1QAe12WtiglWt6,0.34,0.439,7.0,-8.075,1.0,0.0294,0.7979999999999999,0.0,0.0991,0.165,85.39200000000001
1989,Cyprus,Fanny Polymeri and Yiannis Savvidakis,Apopse As Vrethoume,11th,,,,,,,,,,,,
1989,Switzerland,Furbaz,Viver Senza Tei,13th,6y1hjHbuaVrbTIjm3Chb8T,0.526,0.42200000000000004,4.0,-9.249,1.0,0.0344,0.755,0.0,0.11699999999999999,0.276,104.876
1989,Greece,Marianna,To Diko Sou Asteri,9th,,,,,,,,,,,,
1989,Iceland,Daníel Augúst Haraldsson,Það Sem Enginn Sér,22nd,,,,,,,,,,,,
1989,Germany,Nino de Angelo,Flieger,14th,6tCCYPNXR8e3CeD1fsg5Lu,0.605,0.8190000000000001,0.0,-5.2379999999999995,1.0,0.0385,0.00778,0.0,0.0833,0.777,117.038
1989,Yugoslavia,Riva,Rock Me,1st,,,,,,,,,,,,
1988,Iceland,Beathoven,Sókrates,16th,,,,,,,,,,,,
1988,Sweden,Tommy Körberg,Stad I Ljus,12th,7bVwUOySQGO2afJ0LArAMi,0.375,0.425,7.0,-9.437999999999999,1.0,0.0294,0.687,0.00022999999999999998,0.248,0.18600000000000003,143.16899999999998
1988,Finland,Boulevard,Nauravat Silmät Muistetaan,20th,,,,,,,,,,,,
1988,United Kingdom,Scott Fitzgerald,Go,2nd,,,,,,,,,,,,
1988,Turkey,MFÖ,Sufi (hey Ya Hey),15th,,,,,,,,,,,,
1988,Spain,La Década,La Chica Que Yo Quiero (made In Spain),11th,,,,,,,,,,,,
1988,The Netherlands,Gerard Joling,Shangri-la,9th,,,,,,,,,,,,
1988,Israel,Yardena Arazi,Ben Adam,7th,,,,,,,,,,,,
1988,Switzerland,Céline Dion,Ne Partez Pas Sans Moi,1st,0Kv4i96E41jbULmUajBYOe,0.491,0.657,5.0,-5.757999999999999,1.0,0.0275,0.225,0.0,0.361,0.322,144.279
1988,Ireland,Jump the Gun,Take Him Home,8th,,,,,,,,,,,,
1988,Germany,Maxi and Chris Garden,Lied Für Einen Freund,14th,,,,,,,,,,,,
1988,Austria,Wilfried,Lisa Mona Lisa,21st,,,,,,,,,,,,
1988,Denmark,Hot Eyes,Ka' Du Se Hva' Jeg Sa',3rd,,,,,,,,,,,,
1988,Greece,Aphroditi Fryda,Kloun,17th,,,,,,,,,,,,
1988,Norway,Karoline Krüger,For Vår Jord,5th,6GyfAKisndo4YbOZ9K2NmB,0.613,0.368,9.0,-13.440999999999999,1.0,0.0294,0.623,0.0,0.084,0.386,140.005
1988,Belgium,Reynaert,Laissez Briller Le Soleil,18th,,,,,,,,,,,,
1988,Luxembourg,Lara Fabian,Croire,4th,,,,,,,,,,,,
1988,Italy,Luca Barbarossa,Ti Scrivo,12th,,,,,,,,,,,,
1988,France,Gérard Lenorman,Chanteur De Charme,10th,6tO8muTRnYClI8hhcTzn8u,0.636,0.789,2.0,-9.117,1.0,0.0339,0.305,0.0,0.348,0.7040000000000001,120.88799999999999
1988,Portugal,Dora,Voltarei,18th,,,,,,,,,,,,
1988,Yugoslavia,Srebrna Krila,Mangup,6th,,,,,,,,,,,,
1987,Norway,Kate Gulbrandsen,Mitt Liv,9th,3k5OROWCO1y95A0kbzB1U3,0.48700000000000004,0.627,1.0,-7.7860000000000005,1.0,0.0326,0.525,0.0,0.35600000000000004,0.502,166.702
1987,Israel,Datner and Kushnir,Shir Habatlanim,8th,,,,,,,,,,,,
1987,Austria,Gary Lux,Nur Noch Gefühl,20th,,,,,,,,,,,,
1987,Iceland,Halla Margarét,Hægt Og Hljótt,16th,,,,,,,,,,,,
1987,Belgium,Liliane Saint-Pierre,Soldiers Of Love,11th,6s6kTSOh76tC2litBaxcCx,0.56,0.466,0.0,-6.465,0.0,0.0385,0.865,0.0,0.113,0.324,122.199
1987,Sweden,Lotta Engberg,Boogaloo,12th,,,,,,,,,,,,
1987,Italy,Umberto Tozzi and Raf,Gente Di Mare,3rd,,,,,,,,,,,,
1987,Portugal,Nevada,Neste Barco à Vela,18th,,,,,,,,,,,,
1987,Spain,Patricia Kraus,No Estás Solo,19th,,,,,,,,,,,,
1987,Turkey,Seyyal Tanner and Lokomotif,Sarkim Sevgi üstüne,22nd,,,,,,,,,,,,
1987,Greece,Bang,Stop!,10th,,,,,,,,,,,,
1987,The Netherlands,Marcha,Rechtop In De Wind,5th,4rFhc427aocb0JIGGHeAO2,0.657,0.619,10.0,-8.695,1.0,0.0275,0.136,0.0,0.14800000000000002,0.493,129.98
1987,Luxembourg,Plastic Bertrand,Amour Amour,21st,,,,,,,,,,,,
1987,United Kingdom,Rikki,Only The Light,13th,,,,,,,,,,,,
1987,France,Christine Minier,Les Mots D'amour N'ont Pas De Dimanche,14th,,,,,,,,,,,,
1987,Germany,Wind,Laß Die Sonne In Dein Herz,2nd,7sMd8AmgwoHgw674d2oQgB,0.7759999999999999,0.677,6.0,-6.853,1.0,0.0427,0.10800000000000001,0.0,0.0426,0.97,93.021
1987,Cyprus,Alexia,Aspro Mavro,7th,4bbB2U69LgoO2DeagGB3Ge,0.569,0.9129999999999999,10.0,-3.339,1.0,0.0455,0.26,6.42e-05,0.39299999999999996,0.7290000000000001,133.349
1987,Finland,Vicky Rosti,Sata Salamaa,15th,,,,,,,,,,,,
1987,Denmark,Anne-Catherine Herdorf and Bandjo,En Lille Melodi,5th,,,,,,,,,,,,
1987,Ireland,Johnny Logan,Hold Me Now,1st,482pOo6IOI0qNNHxkQFEDn,0.517,0.27699999999999997,5.0,-12.892000000000001,1.0,0.0353,0.716,0.0,0.578,0.281,74.839
1987,Yugoslavia,Novi Fosili,Ja Sam Za Ples,4th,5DgmemtjCB3OHNDlJENgtu,0.732,0.8640000000000001,7.0,-7.356,1.0,0.042,0.302,0.0,0.364,0.985,144.906
1987,Switzerland,Carole Rich,Moitié Moitié,17th,,,,,,,,,,,,
1986,Luxembourg,Sherisse Laurence,L'amour De Ma Vie,3rd,,,,,,,,,,,,
1986,Yugoslavia,Doris Dragovic,Zeljo Moja,11th,0ejYGCY0wvDi8je2S4z7Em,0.65,0.623,3.0,-6.528,1.0,0.0363,0.138,0.0,0.342,0.295,111.943
1986,France,Cocktail Chic,Européennes,17th,,,,,,,,,,,,
1986,Norway,Ketil Stokkan,Romeo,12th,,,,,,,,,,,,
1986,United Kingdom,Ryder,Runner In The Night,7th,,,,,,,,,,,,
1986,Iceland,Icy,Gleðibankinn,16th,1xw7xAG14MHKXnRoAduLn3,0.691,0.755,4.0,-8.368,1.0,0.0368,0.0803,0.0,0.0774,0.562,133.108
1986,The Netherlands,Frizzle Sizzle,Alles Heeft Ritme,13th,3RJ6NDZxwX8fFUMrEdlpW4,0.711,0.833,9.0,-10.39,1.0,0.0708,0.325,0.00033,0.152,0.9209999999999999,77.711
1986,Turkey,Klips ve Onlar,Halley,9th,,,,,,,,,,,,
1986,Spain,Cadillac,Valentino,10th,,,,,,,,,,,,
1986,Switzerland,Daniela Simons,Pas Pour Moi,2nd,,,,,,,,,,,,
1986,Israel,Moti Galadi and Sarai Tzuriel,Yavoh Yom,19th,,,,,,,,,,,,
1986,Ireland,Luv Bug,You Can Count On Me,4th,,,,,,,,,,,,
1986,Belgium,Sandra Kim,J'aime La Vie,1st,5opXus6JIe9UD94Qk24RYB,0.594,0.8109999999999999,2.0,-5.9110000000000005,1.0,0.0319,0.284,0.0,0.0998,0.6679999999999999,139.112
1986,Germany,Ingrid Peters,Über Die Brücke Geh'n,8th,4quJ42jnWEbwC9vEtZoLir,0.5760000000000001,0.85,8.0,-4.499,1.0,0.0266,0.0774,0.0,0.304,0.645,139.888
1986,Cyprus,Elpida,Tora Zo,20th,,,,,,,,,,,,
1986,Austria,Timna Brauer,Die Zeit Ist Einsam,18th,,,,,,,,,,,,
1986,Sweden,Lasse Holm and Monica Törnell,E' De' Det Här Du Kallar Kärlek,5th,,,,,,,,,,,,
1986,Denmark,Lise Haavik and Trax,Du Er Fuld Af Løgn,6th,,,,,,,,,,,,
1986,Finland,Kari Kuivalainen,Päivä Kahden Ihmisen,15th,19uTgpvkvKLMaLsjeC9EFr,0.358,0.34700000000000003,2.0,-9.806000000000001,1.0,0.0282,0.809,0.00413,0.28800000000000003,0.263,137.94299999999998
1986,Portugal,Dora,Não Sejas Mau Para Mim,14th,,,,,,,,,,,,
1985,Ireland,Maria Christian,Wait Until The Weekend Comes,6th,3W7fbcyAPR7RG6keSrBGGl,0.37799999999999995,0.711,3.0,-6.275,1.0,0.0544,0.691,4.8200000000000006e-05,0.9690000000000001,0.27399999999999997,119.381
1985,Finland,Sonja Lumme,Eläköön Elämä,9th,23rmSHMjt1L9JpnCoLOBj7,0.75,0.708,2.0,-9.071,0.0,0.0465,0.442,2.49e-05,0.324,0.858,138.382
1985,Cyprus,Lia Vishy,To Katalava Arga,16th,,,,,,,,,,,,
1985,Denmark,Hot Eyes,Sku' Du Spør Fra No'n,11th,,,,,,,,,,,,
1985,Spain,Paloma San Basilio,La Fiesta Terminó,14th,5e4RkP8WDAiZHH0jeVBO3B,0.467,0.474,5.0,-4.769,1.0,0.0266,0.574,0.0,0.353,0.375,79.98899999999999
1985,France,Roger Bens,Femme Dans Ses Rêves Aussi,10th,1wlczVgzFWQ1fVcnTOs5ub,0.39299999999999996,0.878,5.0,-5.367000000000001,0.0,0.251,0.6679999999999999,6.6e-06,0.97,0.782,157.486
1985,Turkey,MFÖ,Di Dai Di Dai Dai (a'sik Oldum),14th,,,,,,,,,,,,
1985,Belgium,Linda Lepomme,Laat Me Nu Gaan,19th,6UkYDk7TbcBfO4uorMksKd,0.268,0.735,2.0,-7.13,0.0,0.0918,0.83,3.87e-06,0.9520000000000001,0.418,128.477
1985,Portugal,Adelaïde,"Penso Em Ti, Eu Sei",18th,4t8WHQwvHSOXSYnqY9LCo7,0.215,0.703,0.0,-7.261,1.0,0.106,0.7440000000000001,0.0,0.971,0.35100000000000003,80.161
1985,Germany,Wind,Für Alle,2nd,,,,,,,,,,,,
1985,Israel,Izhar Cohen,Olé Olé,5th,,,,,,,,,,,,
1985,Italy,Al Bano and Romina Power,"Magic, Oh Magic",7th,1ZsBfH9s7SlmJ5XvX33Lb5,0.405,0.726,5.0,-5.756,1.0,0.0641,0.16,0.0,0.978,0.513,120.697
1985,Norway,Bobbysocks,La Det Swinge,1st,1D5JiCspnkQx8L57R3qpAb,0.603,0.747,6.0,-9.7,1.0,0.0851,0.604,0.0,0.161,0.436,137.286
1985,United Kingdom,Vikki,Love Is...,4th,,,,,,,,,,,,
1985,Switzerland,Mariella Farré and Pino Gasparini,Piano Piano,12th,,,,,,,,,,,,
1985,Sweden,Kikki Danielsson,Bra Vibrationer,3rd,0NOLQCkOO2wgEaUR5y1ahK,0.529,0.637,0.0,-6.356,1.0,0.0368,0.49,0.0,0.105,0.795,191.4
1985,Austria,Gary Lux,Kinder Dieser Welt,8th,4MeBZoCY7TBtMUj3TXOnwx,0.6679999999999999,0.867,9.0,-2.9219999999999997,1.0,0.03,0.292,0.0,0.157,0.898,121.939
1985,Luxembourg,"Margo, Franck Olivier, Diane Solomon, Ireen Sheer, Malcolm Roberts and Chris Roberts","Children, Kinder, Enfants",13th,,,,,,,,,,,,
1985,Greece,Takis Biniaris,Miazoume,16th,,,,,,,,,,,,
1984,Sweden,Herrey's,Diggi-loo Diggy-ley,1st,,,,,,,,,,,,
1984,Luxembourg,Sophie Carle,100% D'amour,10th,,,,,,,,,,,,
1984,France,Annick Thoumazeau,Autant D'amoureux Que D'étoiles,8th,,,,,,,,,,,,
1984,Spain,Bravo,"Lady, Lady",3rd,3K0rUw4z0khdNg4MiSIHB4,0.6679999999999999,0.716,2.0,-8.898,1.0,0.0344,0.154,1.62e-05,0.669,0.606,130.815
1984,Norway,Dollie de Luxe,Lenge Leve Livet,17th,30c8ivbhrT72iIl12Qj5wa,0.37200000000000005,0.65,0.0,-7.234,1.0,0.0373,0.012,0.0,0.215,0.309,137.118
1984,United Kingdom,Belle and the Devotions,Love Games,7th,,,,,,,,,,,,
1984,Cyprus,Andy Paul,Anna Mari-elena,15th,,,,,,,,,,,,
1984,Belgium,Jacques Zegers,Avanti La Vie,5th,2s0NUFo02OS4aOMBmjczQg,0.45799999999999996,0.478,9.0,-10.783,1.0,0.0328,0.381,9.42e-06,0.0912,0.649,168.5
1984,Ireland,Linda Martin,Terminal '3',2nd,,,,,,,,,,,,
1984,Denmark,Hot Eyes,Det' Lige Det,4th,,,,,,,,,,,,
1984,The Netherlands,Maribelle,Ik Hou Van Jou,13th,5DeSdxlppND4LAS2OPK9sv,0.32899999999999996,0.285,2.0,-9.093,1.0,0.0277,0.82,0.00048499999999999997,0.114,0.127,85.711
1984,Yugoslavia,Vlado and Isolda,Ciao Amore,18th,,,,,,,,,,,,
