Year,Country,Contestant,Song,Place,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2005,Russia,Natalia Podolskaya,Nobody Hurt No One,15th,6DYiyz19lGZojZFyj1OIfZ,0.531,0.823,2.0,-6.362,0.0,0.0386,6.840000000000001e-05,0.00018899999999999999,0.261,0.39,112.98
2005,Bosnia & Herzegovina,Feminnem,Call Me,14th,,,,,,,,,,,,
2005,Switzerland,Vanilla Ninja,Cool Vibes,8th,0zOVfyrwPS7FY7REBQDlvD,0.619,0.6759999999999999,2.0,-6.321000000000001,1.0,0.0542,0.27899999999999997,0.0,0.0682,0.425,127.027
2005,Latvia,Walter & Kazha,The War Is Not Over,5th,,,,,,,,,,,,
2005,France,Ortal,Chacun Pense à Soi,23rd,,,,,,,,,,,,
2004,Spain,Ramón,Para Llenarme De Ti,10th,7htPtEKuXTDQdUfpz6h2XO,0.736,0.943,9.0,-6.649,0.0,0.13,0.20600000000000002,0.0,0.301,0.748,102.005
2004,Austria,Tie Break,Du Bist,21st,,,,,,,,,,,,
2004,Norway,Knut Anders Sørum,High,24th,,,,,,,,,,,,
2004,France,Jonatan Cerrada,A Chaque Pas,15th,,,,,,,,,,,,
2004,Serbia & Montenegro,Željko Joksimović,Lane Moje,2nd,7JmOLZXjPRADNG2ueAMJ0Z,0.556,0.735,1.0,-4.115,0.0,0.0314,0.47200000000000003,0.000226,0.14800000000000002,0.526,101.00200000000001
2004,Malta,Julie & Ludwig,On Again... Off Again,12th,,,,,,,,,,,,
2004,The Netherlands,Re-union,Without You,20th,,,,,,,,,,,,
2004,Germany,Max (Maximilian Mutzke),Can't Wait Until Tonight,8th,,,,,,,,,,,,
2004,Albania,Anjeza Shahini,The Image Of You,7th,,,,,,,,,,,,
2004,Ukraine,Ruslana,Wild Dances,1st,1Lav2Z3RKu71MJLIjQz4dQ,0.649,0.919,0.0,-3.778,1.0,0.0768,0.174,3.64e-06,0.0519,0.684,171.99099999999999
2004,Croatia,Ivan Mikulic,You Are The Only One,12th,,,,,,,,,,,,
2004,Bosnia & Herzegovina,Deen,In The Disco,9th,2wdhxJI8rvKq1VCRZsiEuA,0.762,0.753,1.0,-7.71,1.0,0.0412,0.00209,0.00028399999999999996,0.0879,0.635,134.019
2004,Belgium,Xandee,1 Life,22nd,,,,,,,,,,,,
2004,Russia,Julia Savicheva,Believe Me,11th,,,,,,,,,,,,
2004,North Macedonia,Tose Proeski,Life,14th,,,,,,,,,,,,
2004,Greece,Sakis Rouvas,Shake It,3rd,,,,,,,,,,,,
2004,Iceland,Jónsi,Heaven,19th,,,,,,,,,,,,
2004,Ireland,Chris Doran,If My World Stopped Turning,22nd,2w7K4PVdNAaGWwY9wlGzrb,0.47700000000000004,0.498,11.0,-7.952000000000001,1.0,0.0307,0.6409999999999999,1.28e-06,0.168,0.361,147.988
2004,Poland,Blue Cafe,Love Song,17th,,,,,,,,,,,,
2004,United Kingdom,James Fox,Hold On To Our Love,16th,,,,,,,,,,,,
2004,Cyprus,Lisa Andreas,Stronger Every Minute,5th,,,,,,,,,,,,
2004,Turkey,Athena,For Real,4th,,,,,,,,,,,,
2004,Romania,Sanda Ladosi,I Admit,18th,,,,,,,,,,,,
2004,Sweden,Lena Philipsson,It Hurts,5th,,,,,,,,,,,,
2003,Iceland,Birgitta,Open Your Heart,8th,,,,,,,,,,,,
2003,Austria,Alf Poier,Weil Der Mensch Zählt,6th,4icOtq9jmgpmURhMRv0ZRN,0.7979999999999999,0.496,4.0,-9.867,1.0,0.337,0.0208,0.000262,0.0651,0.8809999999999999,172.645
2003,Ireland,Mickey Harte,Weve Got The World,11th,0ZO6ZOgVzJyZbmauzo5HEK,0.596,0.8370000000000001,2.0,-5.922999999999999,1.0,0.0433,0.115,0.0,0.171,0.6629999999999999,103.945
2003,Turkey,Sertab Erener,Everyway That I Can,1st,6eSegCmgoWltb2VKsXmLOa,0.799,0.741,4.0,-7.341,0.0,0.207,0.0569,0.00146,0.342,0.5870000000000001,95.02
2003,Malta,Lynn Chirchop,To Dream Again,25th,,,,,,,,,,,,
2003,Bosnia & Herzegovina,Mija Martina,Ne Brini,16th,,,,,,,,,,,,
2003,Portugal,Rita Guerra,Deixa-me Sonhar,22nd,3hXedzb7JJIYiyowOCxwJL,0.512,0.534,5.0,-6.332000000000001,1.0,0.0283,0.12300000000000001,0.0,0.106,0.33299999999999996,125.97399999999999
2003,Croatia,Claudia Beni,Vie Nisam Tvoja,15th,,,,,,,,,,,,
2003,Cyprus,Stelios Constantas,Feeling Alive,20th,,,,,,,,,,,,
2003,Germany,Lou,Let's Get Happy,11th,,,,,,,,,,,,
2003,Russia,t.A.T.u.,"Ne Ver, Ne Boisia",3rd,4MuQWNaW51V9LRocFQUZRU,0.657,0.805,10.0,-5.517,0.0,0.0328,0.0193,4.92e-05,0.418,0.662,136.019
2003,Spain,Beth,Dime,8th,,,,,,,,,,,,
2003,Israel,Lior Narkis,Words For Love,19th,,,,,,,,,,,,
2003,The Netherlands,Esther Hart,One More Night,13th,,,,,,,,,,,,
2003,United Kingdom,Jemini,Cry Baby,26th,,,,,,,,,,,,
2003,Ukraine,Olexandr,Hasta La Vista,14th,,,,,,,,,,,,
2003,Greece,Mando,Never Let You Go,17th,,,,,,,,,,,,
2003,Norway,Jostein Hasselgård,I'm Not Afraid To Move On,4th,,,,,,,,,,,,
2003,France,Louisa Baileche,Monts Et Merveilles,18th,,,,,,,,,,,,
2003,Poland,Ich Troje,Keine Grenzen - Zadnych Granic,7th,,,,,,,,,,,,
2003,Latvia,F.L.Y.,Hello From Mars,24th,,,,,,,,,,,,
2003,Belgium,Urban Trad,Sanomi,2nd,3z6rnKobVgVCYIDy43MU7z,0.5529999999999999,0.8079999999999999,7.0,-6.178,0.0,0.0312,0.16899999999999998,0.0,0.158,0.6709999999999999,85.03399999999999
2003,Estonia,Ruffus,Eighties Coming Back,21st,,,,,,,,,,,,
2003,Romania,Nicola,Dont Break My Heart,10th,,,,,,,,,,,,
2003,Sweden,Fame,Give Me Your Love,5th,,,,,,,,,,,,
2003,Slovenia,Karmen,Nanana,23rd,,,,,,,,,,,,
2002,Cyprus,One,Gimme,6th,,,,,,,,,,,,
2002,United Kingdom,Jessica Garlick,Come Back,3rd,,,,,,,,,,,,
2002,Austria,Manuel Ortega,Say A Word,18th,,,,,,,,,,,,
2002,Greece,Michalis Rakintzis,S.A.G.A.P.O.,17th,,,,,,,,,,,,
2002,Spain,Rosa,Europe's Living A Celebration,7th,,,,,,,,,,,,
2002,Croatia,Vesna Pisarovic,Everything I Want,11th,,,,,,,,,,,,
2002,Russia,Prime minister,Northern Girl,10th,,,,,,,,,,,,
2002,Estonia,Sahléne,Runaway,3rd,,,,,,,,,,,,
2002,North Macedonia,Karolina,Od Nas Zavisi,19th,,,,,,,,,,,,
2002,Israel,Sarit Hadad,Light A Candle,12th,,,,,,,,,,,,
2002,Switzerland,Francine Jordi,Dans Le Jardin De Mon Âme,22nd,,,,,,,,,,,,
2002,Sweden,Afro-dite,Never Let It Go,8th,2GrL18XXUxfzIWNdDLq32d,0.708,0.941,3.0,-4.237,0.0,0.0505,0.28300000000000003,0.0,0.14400000000000002,0.753,137.959
2002,Finland,Laura,Addicted To You,20th,,,,,,,,,,,,
2002,Denmark,Malene,Tell Me Who You Are,24th,,,,,,,,,,,,
2002,Bosnia & Herzegovina,Maja,Na Jastuku Za Dvoje,13th,,,,,,,,,,,,
2002,Belgium,Sergio & the Ladies,Sister,13th,,,,,,,,,,,,
2002,France,Sandrine François,Il Faut Du Temps,5th,,,,,,,,,,,,
2002,Germany,Corinna May,I Can't Live Without Music,21st,,,,,,,,,,,,
2002,Turkey,Buket Bengisu & Saphire,Leylaklar Soldu Kalbinde,16th,,,,,,,,,,,,
2002,Malta,Ira Losco,7th Wonder,2nd,6rF1ZmDKZKhEv49l2OrYCl,0.726,0.759,2.0,-3.677,1.0,0.0279,0.41100000000000003,0.0,0.135,0.45299999999999996,104.991
2002,Romania,Monica Anghel & Marcel Pavel,Tell Me Why,9th,,,,,,,,,,,,
2002,Slovenia,Sestre,Samo Ljubezen,13th,5Wuo6QOB41oIC4qVVteZ4O,0.574,0.8740000000000001,2.0,-6.507000000000001,1.0,0.0416,0.0020399999999999997,0.0,0.309,0.76,140.045
2002,Latvia,Marie N,I Wanna,1st,,,,,,,,,,,,
2002,Lithuania,Aivaras,Happy You,23rd,,,,,,,,,,,,
2001,The Netherlands,Michelle,Out On My Own,18th,,,,,,,,,,,,
2001,Iceland,TwoTricky,Angel,22nd,,,,,,,,,,,,
2001,Bosnia & Herzegovina,Nino,Hano,14th,,,,,,,,,,,,
2001,Norway,Haldor Lægreid,On My Own,22nd,,,,,,,,,,,,
2001,Israel,Tal Sondak,Ein Davar,16th,,,,,,,,,,,,
2001,Russia,Mumiy troll,Lady Alpine Blue,12th,,,,,,,,,,,,
2001,Sweden,Friends,Listen To Your Heartbeat,5th,4W7sgrHikz4hbndXFQJzBu,0.601,0.8640000000000001,1.0,-2.635,0.0,0.0383,0.0608,0.0,0.243,0.561,136.961
2001,Lithuania,Skamp,You Got Style,13th,02AK9DE6ttEbcFxMOim4YZ,0.762,0.727,10.0,-7.329,0.0,0.065,0.11,0.0,0.141,0.873,120.00200000000001
2001,Latvia,Arnis Mednis,Too Much,18th,,,,,,,,,,,,
2001,Croatia,Vanna,Strings Of My Heart,10th,,,,,,,,,,,,
2001,Portugal,MTM,Só Sei Ser Feliz Assim,17th,,,,,,,,,,,,
2001,Ireland,Gary O'Shaughnessy,Without Your Love,21st,,,,,,,,,,,,
2001,Spain,David Civera,Dile Que La Quiero,6th,0so2Jlze25HJtPYZnEUMzr,0.589,0.902,4.0,-3.725,0.0,0.047,0.000698,0.00025,0.0795,0.374,104.965
2001,France,Natasha Saint-Pier,Je N'ai Que Mon âme,4th,,,,,,,,,,,,
2001,Turkey,Sedat Yüce,Sevgiliye Son,11th,,,,,,,,,,,,
2001,United Kingdom,Lindsay D.,No Dream Impossible,15th,,,,,,,,,,,,
2001,Slovenia,Nua Derenda,Energy,7th,,,,,,,,,,,,
2001,Poland,Piasek,2 Long,20th,,,,,,,,,,,,
2001,Germany,Michelle,Wer Liebe Lebt,8th,0MAoOpiamwvXSEgcWkeII2,0.369,0.742,8.0,-4.402,1.0,0.0373,0.575,1.6899999999999997e-05,0.314,0.327,150.675
2001,Estonia,"Tanel Padar, Dave Benton & 2XL",Everybody,1st,,,,,,,,,,,,
2001,Malta,Fabrizio Faniello,Another Summer Night,9th,2dJi1tkuF6TuAFheolHGTP,0.669,0.951,9.0,-5.182,0.0,0.0773,0.14800000000000002,0.0,0.0699,0.6459999999999999,125.926
2001,Greece,Antique,Die For You,3rd,,,,,,,,,,,,
2001,Denmark,Rollo & King,Never Ever Let You Go,2nd,,,,,,,,,,,,
2000,Israel,Ping Pong,Sa'me'akh,22nd,,,,,,,,,,,,
2000,The Netherlands,Linda Wagenmakers,No Goodbyes,13th,4OxAOffBcJqxGFn9R5KxYV,0.645,0.8759999999999999,10.0,-6.574,1.0,0.0402,0.0148,0.000918,0.39399999999999996,0.657,134.995
2000,United Kingdom,Nicki French,Don't Play That Song Again,16th,7fO3HXWov7lRzyjlr3CVLs,0.693,0.87,8.0,-9.059,1.0,0.0277,0.31,0.0,0.461,0.49200000000000005,132.06
2000,Estonia,Ines,Once In A Lifetime,4th,,,,,,,,,,,,
2000,France,Sofia Mestari,On Aura Le Ciel,23rd,,,,,,,,,,,,
2000,Romania,Taxi,The Moon,17th,,,,,,,,,,,,
2000,Malta,Claudette Pace,Desire,8th,,,,,,,,,,,,
2000,Norway,Charmed,My Heart Goes Boom,11th,6GViWczPtH2ky3RBYycDhI,0.6559999999999999,0.907,11.0,-3.985,1.0,0.0299,0.319,0.0,0.0849,0.9259999999999999,105.0
2000,Russia,Alsou,Solo,2nd,,,,,,,,,,,,
2000,Belgium,Nathalie Sorce,Envie De Vivre,24th,,,,,,,,,,,,
2000,Cyprus,Voice,Nomiza,21st,,,,,,,,,,,,
2000,Iceland,Einer Augúst Víðisson en Telma Augústdóttir,Tell Me!,12th,,,,,,,,,,,,
2000,Spain,Serafín Zubiri,Colgado De Un Sueño,18th,,,,,,,,,,,,
2000,Denmark,Olsen brothers,Fly On The Wings Of Love,1st,5QbZ2liHjmV27XMmRoEquv,0.69,0.82,2.0,-8.74,1.0,0.0367,0.358,2.2800000000000002e-05,0.0671,0.8270000000000001,103.994
2000,Germany,Stefan Raab,Wadde Hadde Dudde Da,5th,,,,,,,,,,,,
2000,Switzerland,Jane Bogaert,La Vita Cos'è?,20th,,,,,,,,,,,,
2000,Croatia,Goran Karan,Kada Zaspu Andeli,9th,4MbBUowTU80WVekfxIhfIr,0.565,0.604,4.0,-7.216,0.0,0.0341,0.314,0.0,0.09300000000000001,0.635,152.153
2000,Sweden,Roger Pontare,When Spirits Are Calling My Name,7th,27L4okgASeyUAzZ7etleyQ,0.534,0.85,7.0,-3.0039999999999996,0.0,0.0613,0.0539,1.7e-06,0.278,0.47,122.79799999999999
2000,North Macedonia,XXL,100\% Te Ljubam,15th,,,,,,,,,,,,
2000,Finland,Nina Åström,A Little Bit,18th,,,,,,,,,,,,
2000,Latvia,BrainStorm,My Star,3rd,,,,,,,,,,,,
2000,Turkey,Pinar Ayhan & S.O.S. band,Yorgunum Anla,10th,,,,,,,,,,,,
2000,Ireland,Eamonn Toal,Millennium Of Love,6th,,,,,,,,,,,,
2000,Austria,The rounder girls,All To You,14th,,,,,,,,,,,,
1999,Lithuania,Aiste Smilgeviciute,Strazdas,20th,,,,,,,,,,,,
1999,Belgium,Vanessa Chinitor,Like The Wind,12th,,,,,,,,,,,,
1999,Spain,Lydia,No Quiero Escuchar,23rd,,,,,,,,,,,,
1999,Croatia,Doris Dragovic,Marija Magdalena,4th,62rNgm24sIpaP74EgFNkhc,0.5820000000000001,0.89,1.0,-5.46,0.0,0.0499,0.0376,0.0,0.43700000000000006,0.703,120.061
1999,United Kingdom,Precious,Say It Again,12th,,,,,,,,,,,,
1999,Slovenia,Darja Svajger,For A Thousand Years,11th,,,,,,,,,,,,
1999,Turkey,Tuba Önal & Grup Mystik,Dön Artik,16th,,,,,,,,,,,,
1999,Norway,Stig André Van Eijk,Living My Life Without You,14th,,,,,,,,,,,,
1999,Denmark,Trine Jepsen & Michael Teschl,This Time (i Mean It),8th,,,,,,,,,,,,
1999,France,Nayah,Je Veux Donner Ma Voix,19th,0i5PkaywNXRGLXOAEQBOBb,0.541,0.846,9.0,-5.724,1.0,0.0784,0.299,8.45e-06,0.102,0.552,174.084
1999,The Netherlands,Marlayne,One Good Reason,8th,,,,,,,,,,,,
1999,Poland,Mietek (Mieczyslaw) Szczesniak,Przytul Mnie Mocno,18th,,,,,,,,,,,,
1999,Iceland,Selma Björnsdóttir,All Out Of Luck,2nd,58uGV2ng8QAeFznChuSJkv,0.586,0.873,9.0,-8.356,1.0,0.0386,0.0376,0.0,0.28,0.8440000000000001,131.814
1999,Cyprus,Marlain Angelidou,Tha'nai Erotas,22nd,,,,,,,,,,,,
1999,Sweden,Charlotte Nilsson,Take Me To Your Heaven,1st,6yEkKWkh7cBsFPr7Cif3uL,0.517,0.927,4.0,-2.134,1.0,0.0428,0.319,0.0,0.187,0.402,144.167
1999,Portugal,Rui Bandeira,Como Tudo Começou,21st,0SEALLclpZUSzX68R3bFnv,0.79,0.888,6.0,-9.427999999999999,1.0,0.0672,0.0355,0.0,0.0565,0.9740000000000001,147.954
1999,Ireland,The Mullan's,When You Need Me,17th,,,,,,,,,,,,
1999,Austria,Bobbie Singer,Reflection,10th,,,,,,,,,,,,
1999,Israel,Eden,Yom Huledeth,5th,,,,,,,,,,,,
1999,Malta,Times 3,Believe 'n Peace,15th,,,,,,,,,,,,
1999,Germany,Sürpriz,Reise Nach Jerusalem - Kudüs'e Seyahat,3rd,,,,,,,,,,,,
1999,Bosnia & Herzegovina,Dino and Beatrice,Putnici,7th,,,,,,,,,,,,
1999,Estonia,Evelin Samuel and Camille,Diamond Of Night,6th,,,,,,,,,,,,
1998,Croatia,Danijela,Neka Mi Ne Svane,5th,,,,,,,,,,,,
1998,Greece,Dionysia and Thalassa group,Mia Krifi Evaisthissia,20th,,,,,,,,,,,,
1998,France,Marie-Line,Où Aller,24th,,,,,,,,,,,,
1998,Spain,Mikel Herzog,¿Qué Voy A Hacer Sin Ti?,16th,,,,,,,,,,,,
1998,Switzerland,Gunvor,Lass Ihn,25th,3hxqRp4OhlLVIFB2yi0rLq,0.5,0.8029999999999999,11.0,-6.166,0.0,0.0862,0.355,0.0,0.126,0.486,149.975
1998,Slovakia,Katarína Hasprová,Modlitba,21st,,,,,,,,,,,,
1998,Poland,Sixteen,To Takie Proste,17th,0IfbVBzv2whyl6uLCDudVQ,0.688,0.769,8.0,-5.755,1.0,0.0234,0.0313,0.000484,0.26899999999999996,0.5760000000000001,100.066
1998,Israel,Dana International,Diva,1st,,,,,,,,,,,,
1998,Germany,Guildo Horn,Guildo Hat Euch Lieb,7th,,,,,,,,,,,,
1998,Malta,Chiara,The One That I Love,3rd,3s1GSTcK3WAVbQhpVVziKN,0.5479999999999999,0.406,11.0,-6.567,1.0,0.0256,0.564,0.000164,0.0712,0.165,101.839
1998,Hungary,Charlie,A Holnap Már Ném Lesz Szomorú,23rd,0lZzLwo9pldVtPWe9MkhWx,0.581,0.485,5.0,-7.095,1.0,0.0258,0.379,1.0300000000000001e-05,0.132,0.599,67.009
1998,Slovenia,Vili Resnik,Naj Bogovi Sliijo,18th,,,,,,,,,,,,
1998,Ireland,Dawn,Is Always Over Now?,9th,,,,,,,,,,,,
1998,Portugal,Alma Lusa,Se Eu Te Pudesse Abraçar,12th,,,,,,,,,,,,
1998,Romania,Malina Olinescu,Eu Cred,22nd,,,,,,,,,,,,
1998,United Kingdom,Imaani,Where Are You?,2nd,,,,,,,,,,,,
1998,Cyprus,Michael Hajiyanni,Genesis,11th,,,,,,,,,,,,
1998,The Netherlands,Edsilia Rombley,Hemel En Aarde,4th,16kFUvzMPTUEcE4rQjT2n5,0.601,0.887,11.0,-6.1739999999999995,0.0,0.0575,0.0976,0.0,0.34299999999999997,0.7190000000000001,95.016
1998,Sweden,Jill Johnson,Kärleken är,10th,,,,,,,,,,,,
1998,Belgium,Mélanie Cohl,Dis Oui,6th,,,,,,,,,,,,
1998,Finland,Edea,Aava,15th,,,,,,,,,,,,
1998,Norway,Lars A. Fredriksen,Alltid Sommer,8th,,,,,,,,,,,,
1998,Estonia,Koit Toome,Mere Lapsed,12th,,,,,,,,,,,,
1998,Turkey,Tüzmen,Unutamazsin,14th,,,,,,,,,,,,
1998,North Macedonia,Vlado Janevski,"Ne Zori, Zoro",19th,,,,,,,,,,,,
1997,Cyprus,Chara and Andreas Konstantinou,Mana Mou,5th,,,,,,,,,,,,
1997,Turkey,Sebnem Paker and Group Etnic,Dinle,3rd,,,,,,,,,,,,
1997,Norway,Tor Endresen,San Francisco,24th,,,,,,,,,,,,
1997,Austria,Bettina Soriat,One Step,21st,,,,,,,,,,,,
1997,Ireland,Marc Roberts,Mysterious Woman,2nd,,,,,,,,,,,,
1997,Slovenia,Tanja Ribic,Zbudi Se,10th,,,,,,,,,,,,
1997,Switzerland,Barbara Berta,Dentro Di Me,22nd,,,,,,,,,,,,
1997,The Netherlands,Mrs. Einstein,Niemand Heeft Nog Tijd,22nd,,,,,,,,,,,,
1997,Italy,Jalisse,Fiumi Di Parole,4th,5ZS9fcqcYtfL80rj1bf7Lb,0.532,0.7509999999999999,4.0,-7.242000000000001,0.0,0.0458,0.461,0.0,0.0827,0.737,179.98
1997,Spain,Marcos Llunas,Sin Rencor,6th,79mY0wwCQoGgRSZfbYlU48,0.581,0.39399999999999996,3.0,-9.412,1.0,0.0368,0.805,2.52e-06,0.316,0.23199999999999998,132.15
1997,Germany,Bianca Shomburg,Zeit,18th,,,,,,,,,,,,
1997,Poland,Anna Maria Jopek,Ale Jestem,11th,7kkS427KA8VjQqmcFcl3de,0.424,0.833,9.0,-6.247999999999999,1.0,0.384,0.5920000000000001,0.0,0.9740000000000001,0.529,80.115
1997,Estonia,Maarja-Liis Ilus,Keelatud Maa,8th,,,,,,,,,,,,
1997,Bosnia & Herzegovina,Alma Cardzic,Goodbye,18th,,,,,,,,,,,,
1997,Portugal,Célia Lawson,Antes Do Adeus,24th,0OUbbVIdTbL5RZJGXKCrng,0.579,0.444,5.0,-9.809,1.0,0.025,0.536,0.0,0.196,0.45299999999999996,79.947
1997,Sweden,Blond,Bara Hon älskar Mig,14th,5dEHUYf0NkT1pZeEJOCMsW,0.639,0.8059999999999999,2.0,-7.007000000000001,1.0,0.0359,0.171,0.0,0.36200000000000004,0.763,142.055
1997,Greece,Marianna Zorba,Horepse,12th,,,,,,,,,,,,
1997,Malta,Debbie Scerri,Let Me Fly,9th,,,,,,,,,,,,
1997,Hungary,VIP,"Miert Kell, Hogy Elmenj?",12th,,,,,,,,,,,,
1997,Russia,Alla Pugachova,Primadonna,15th,,,,,,,,,,,,
1997,Denmark,Kølig Kaj,Stemmen I Mit Liv,16th,,,,,,,,,,,,
1997,France,Fanny,Sentiments Songes,7th,,,,,,,,,,,,
1997,Croatia,ENI,Probudi Me,17th,4xSWJ8u0LH0LeX8fMT3gEf,0.7090000000000001,0.58,0.0,-10.788,0.0,0.0435,0.674,0.0,0.0818,0.6990000000000001,113.742
1997,United Kingdom,Katrina and The Waves,Love Shine A Light,1st,0WdBh2BQOq9U7PMk6sWzMz,0.40399999999999997,0.79,0.0,-5.281000000000001,1.0,0.0434,0.08900000000000001,4.75e-06,0.124,0.32899999999999996,83.978
1997,Iceland,Paul Oscar,Minn Hinsti Dans,20th,,,,,,,,,,,,
1996,Turkey,Şebnem Paker,Besinçi Mevsim,12th,1tDORuOmMRGYFVKRullDtQ,0.259,0.5820000000000001,0.0,-4.607,0.0,0.0335,0.909,0.0241,0.34700000000000003,0.42100000000000004,79.175
1996,United Kingdom,Gina G,Ooh...Aah...Just A Little Bit,8th,7kyMLaXepcGHIrsLqoiTB8,0.647,0.9420000000000001,1.0,-7.101,1.0,0.0341,0.626,0.168,0.0411,0.937,130.97799999999998
1996,Spain,Antonio Carbonell,"¡Ay, Qué Deseo!",20th,,,,,,,,,,,,
1996,Portugal,Lúcia Moniz,O Meu Coração Não Tem Cor,6th,,,,,,,,,,,,
1996,Cyprus,Constantinos,Móno Gia Más,9th,,,,,,,,,,,,
1996,Malta,Miriam Christine,In A Woman's Heart,10th,,,,,,,,,,,,
1996,Croatia,Maja Blagdan,Sveta Ljubav,4th,2Bs83CullrCy1JAnm0adJr,0.44,0.565,0.0,-7.364,1.0,0.0396,0.261,0.0,0.127,0.38799999999999996,154.02200000000002
1996,Austria,George Nußbaumer,Weil's Dr Guat Got,10th,0fnVGMnqpMs3brzV0ilLIm,0.726,0.693,10.0,-7.8260000000000005,1.0,0.11,0.674,2e-05,0.626,0.523,125.561
1996,Switzerland,Cathy Leander,Mon Coeur L'aime,16th,,,,,,,,,,,,
1996,Greece,Marianna Efstratiou,Emis Forame To Himona Anixiatika,14th,,,,,,,,,,,,
1996,Estonia,Ivo Linna and Maarja-Liis Ilus,Kaelakee Hääl,5th,,,,,,,,,,,,
1996,Norway,Elisabeth Andreasson,I Evighet,2nd,,,,,,,,,,,,
1996,France,Dan Ar Braz et l'Héritage des Celtes,Diwanit Bugale,19th,,,,,,,,,,,,
1996,Slovenia,Regina,Dan najlepših sanj,21st,4NrbpestG8aXXePSuvrsMB,0.605,0.654,4.0,-9.635,1.0,0.0328,0.115,0.00149,0.0759,0.6970000000000001,105.927
1996,The Netherlands,Maxine and Franklin Brown,De Eerste Keer,7th,16tt5gsCest1TGUDsbjxed,0.775,0.909,9.0,-5.891,1.0,0.0527,0.264,0.0,0.154,0.67,100.09
1996,Belgium,Lisa del Bo,Liefde Is Een Kaartspel,16th,69E3WU5InePQ4ZcRp5x7N1,0.608,0.795,0.0,-5.653,1.0,0.0369,0.00677,0.0,0.359,0.534,139.941
1996,Ireland,Eimear Quinn,The Voice,1st,,,,,,,,,,,,
1996,Finland,Jasmine,Niin Kaunis On Taivas,23rd,,,,,,,,,,,,
1996,Iceland,Anna Mjöll,Sjúbídú,13th,,,,,,,,,,,,
1996,Poland,Kasia Kowalska,Chce Znac Swój Grzech,15th,,,,,,,,,,,,
1996,Bosnia & Herzegovina,Amila Glamocak,Za Nau Ljubav,22nd,,,,,,,,,,,,
1996,Slovakia,Marcel Palonder,Kým Nás Má,18th,,,,,,,,,,,,
1996,Sweden,One More Time,Den Vilda,3rd,0TYwFP4MxszHAXAJMYhi3E,0.377,0.43799999999999994,0.0,-9.703,1.0,0.0283,0.785,0.0,0.111,0.14,80.686
1995,Poland,Justyna,Sama,18th,,,,,,,,,,,,
1995,Ireland,Eddie Friel,Dreamin',14th,,,,,,,,,,,,
1995,Germany,Stone and Stone,Verliebt In Dich,23rd,,,,,,,,,,,,
1995,Bosnia & Herzegovina,Davor Popovic,Dvadeset I Prvi Vijek,19th,,,,,,,,,,,,
1995,Norway,Secret Garden,Nocturne,1st,,,,,,,,,,,,
1995,Russia,Philipp Kirkorov,Kolybelnaya Dlya Vulkana,17th,,,,,,,,,,,,
1995,Iceland,Bó Halldórsson,Núna,15th,,,,,,,,,,,,
1995,Austria,Stella Jones,Die Welt Dreht Sich Verkehrt,13th,,,,,,,,,,,,
1995,Spain,Anabel Conde,Vuelve Conmigo,2nd,,,,,,,,,,,,
1995,Turkey,Arzu Ece,Sev!,16th,,,,,,,,,,,,
1995,Croatia,Magazin and Lidija,Nostalgija,6th,,,,,,,,,,,,
1995,France,Nathalie Santamaria,Il Me Donne Rendez-vous,4th,,,,,,,,,,,,
1995,Hungary,Czaba Szigeti,Ùj Nèv Egy Règi Hàz Fàlan,22nd,,,,,,,,,,,,
1995,Belgium,Frédéric Etherlinck,La Voix Est Libre,20th,,,,,,,,,,,,
1995,United Kingdom,Love City Groove,Love City Groove,10th,,,,,,,,,,,,
1995,Portugal,Tó Cruz,Baunilha E Chocolate,21st,,,,,,,,,,,,
1995,Cyprus,Alexandros Panayi,Sti Fotia,9th,,,,,,,,,,,,
1995,Sweden,Jan Johansen,Se På Mej,3rd,,,,,,,,,,,,
1995,Denmark,Aud Wilken,Fra Mols Til Skagen,5th,,,,,,,,,,,,
1995,Slovenia,Darja Svajger,Prisluhni Mi,7th,7qJfD2FsOFWoiY9iv29h8I,0.467,0.428,7.0,-4.955,1.0,0.0268,0.5920000000000001,0.0,0.115,0.16899999999999998,139.77
1995,Israel,Liora,Amen,8th,,,,,,,,,,,,
1995,Malta,Mike Spiteri,Keep Me In Mind,10th,,,,,,,,,,,,
1995,Greece,Elina Constantopoulou,Pia Prossefchi,12th,,,,,,,,,,,,
1994,Sweden,Marie Bergman and Roger Pontare,Stjärnorna,13th,,,,,,,,,,,,
1994,Finland,CatCat,Bye Bye Baby,22nd,,,,,,,,,,,,
1994,Ireland,Paul Harrington and Charlie McGettigan,Rock 'n' Roll Kids,1st,,,,,,,,,,,,
1994,Cyprus,Evridiki,Ime Anthropos Ke Ego,11th,,,,,,,,,,,,
1994,Iceland,Sigga,Nætur,12th,,,,,,,,,,,,
1994,United Kingdom,Frances Ruffelle,We Will Be Free (lonely Symphony),10th,,,,,,,,,,,,
1994,Croatia,Tony Cetinski,Nek'ti Bude Ljubav Sva,16th,6LvCiKxGNE1eR7t4w7tIkB,0.47,0.583,2.0,-7.456,1.0,0.0328,0.5720000000000001,6.07e-05,0.303,0.35600000000000004,136.05700000000002
1994,Portugal,Sara Tavares,Chamar A Música,8th,,,,,,,,,,,,
